product_id,timestamp,price,midprice,log_return,spread_abs,spread_bps,vol_60s,mean_return_60s,n_ticks_60s,trade_intensity_60s,future_vol_60s,vol_spike
BTC-USD,2026-04-04 23:02:33.718329061+00:00,67379.04,67379.045,0.0,0.010000000009313226,0.001484140953513548,1.4713999175414351e-05,6.991170518449496e-07,146,2.433333333333333,3.086135149002663e-05,0
BTC-USD,2026-04-04 23:02:33.971634519+00:00,67379.04,67379.045,0.0,0.010000000009313226,0.001484140953513548,1.4713999175414351e-05,6.991170518449496e-07,146,2.433333333333333,3.086135149002663e-05,0
BTC-USD,2026-04-04 23:02:34.244316825+00:00,67379.05,67379.045,1.4841409532455168e-07,0.010000000009313226,0.001484140953513548,1.476478688832452e-05,7.060334428892309e-07,145,2.4166666666666665,3.0861269334667614e-05,0
BTC-USD,2026-04-04 23:02:35.479338980+00:00,67379.05,67379.045,0.0,0.010000000009313226,0.001484140953513548,1.216833852600191e-05,1.4704106443126498e-06,140,2.3333333333333335,3.0366939234197514e-05,0
BTC-USD,2026-04-04 23:02:36.219406384+00:00,67379.05,67379.045,0.0,0.010000000009313226,0.001484140953513548,8.670737821164218e-06,7.464734309755605e-07,137,2.283333333333333,3.0367021386414147e-05,0
BTC-USD,2026-04-04 23:02:36.242523451+00:00,67379.04,67379.045,-1.4841409536887948e-07,0.010000000009313226,0.001484140953513548,8.639370673414837e-06,7.399414052358201e-07,138,2.3,3.0447347739469806e-05,0
BTC-USD,2026-04-04 23:02:37.220676459+00:00,67379.04,67379.045,0.0,0.010000000009313226,0.001484140953513548,8.702639063359268e-06,7.509035001277419e-07,136,2.2666666666666666,3.0447347739469806e-05,0
BTC-USD,2026-04-04 23:02:37.718617104+00:00,67379.04,67379.045,0.0,0.010000000009313226,0.001484140953513548,8.702639063359268e-06,7.509035001277419e-07,136,2.2666666666666666,3.052823534617077e-05,0
BTC-USD,2026-04-04 23:02:37.999476725+00:00,67379.05,67379.045,1.4841409532455168e-07,0.010000000009313226,0.001484140953513548,8.734721990550744e-06,7.576148254669381e-07,135,2.25,3.0447265005489526e-05,0
BTC-USD,2026-04-04 23:02:38.218838606+00:00,67379.05,67379.985,0.0,0.010000000009313226,0.001484120248663342,8.702553509603722e-06,7.520028637968126e-07,136,2.2666666666666666,3.052815195218912e-05,0
BTC-USD,2026-04-04 23:02:38.253983246+00:00,67380.0,67379.985,1.409923860416455e-05,0.010000000009313226,0.001484120248663342,8.777184126321668e-06,8.564416682721055e-07,136,2.2666666666666666,3.058422710589367e-05,0
BTC-USD,2026-04-04 23:02:38.470164865+00:00,67380.0,67379.985,0.0,0.010000000009313226,0.001484120248663342,8.745161628386399e-06,8.501443030642225e-07,137,2.283333333333333,3.058422710589367e-05,0
BTC-USD,2026-04-04 23:02:38.500239067+00:00,67379.98,67379.985,-2.968240274445054e-07,0.010000000009313226,0.001484120248663342,8.713733515269903e-06,8.417722714546697e-07,138,2.3,3.066646779185004e-05,0
BTC-USD,2026-04-04 23:02:38.764248492+00:00,67379.99,67379.985,1.4841202475891804e-07,0.010000000009313226,0.001484120248663342,8.682303782441001e-06,8.367479218409324e-07,139,2.316666666666667,3.0749124704254254e-05,0
BTC-USD,2026-04-04 23:02:38.969650855+00:00,67379.99,67379.985,0.0,0.010000000009313226,0.001484120248663342,8.651305123812236e-06,8.307281526190551e-07,140,2.3333333333333335,3.0749124704254254e-05,0
BTC-USD,2026-04-04 23:02:39.035227606+00:00,67379.99,67379.985,0.0,0.010000000009313226,0.001484120248663342,8.651305123812236e-06,8.307281526190551e-07,140,2.3333333333333335,3.074904103958644e-05,0
BTC-USD,2026-04-04 23:02:39.220591003+00:00,67379.99,67379.985,0.0,0.010000000009313226,0.001484120248663342,8.620636100124712e-06,8.247943801003476e-07,141,2.35,3.0832457347396735e-05,0
BTC-USD,2026-04-04 23:02:39.245397503+00:00,67379.98,67379.985,-1.4841202491365357e-07,0.010000000009313226,0.001484120248663342,8.620746584969188e-06,8.237342942081071e-07,141,2.35,3.0916641152468384e-05,0
BTC-USD,2026-04-04 23:02:39.504831014+00:00,67379.98,67379.985,0.0,0.010000000009313226,0.001484120248663342,8.590400283516212e-06,8.178922070151419e-07,142,2.3666666666666667,3.0916641152468384e-05,0
BTC-USD,2026-04-04 23:02:39.519574405+00:00,67379.99,67379.985,1.4841202475891804e-07,0.010000000009313226,0.001484120248663342,8.560282018161954e-06,8.131775578443234e-07,143,2.3833333333333333,3.100134276424705e-05,0
BTC-USD,2026-04-04 23:02:40.719738758+00:00,67379.99,67379.985,0.0,0.010000000009313226,0.001484120248663342,8.590309095907026e-06,8.189447745666235e-07,142,2.3666666666666667,3.083254172059474e-05,0
BTC-USD,2026-04-04 23:02:40.971569632+00:00,67379.99,67379.965,0.0,0.00999999999476131,0.0014841206870263753,8.590309095907026e-06,8.189447745666235e-07,142,2.3666666666666667,3.083254172059474e-05,0
BTC-USD,2026-04-04 23:02:40.997247379+00:00,67379.98,67379.965,-1.4841202491365357e-07,0.00999999999476131,0.0014841206870263753,8.56039029747212e-06,8.121324027392976e-07,143,2.3833333333333333,3.0916726217354976e-05,0
BTC-USD,2026-04-04 23:02:41.223422667+00:00,67379.98,67372.205,0.0,0.010000000009313226,0.0014842916317364448,8.56039029747212e-06,8.121324027392976e-07,143,2.3833333333333333,3.100151825590665e-05,0
BTC-USD,2026-04-04 23:02:41.466860534+00:00,67385.0,67372.205,7.4500066743325e-05,0.010000000009313226,0.0014842916317364448,1.0510647384637505e-05,1.3274326428832536e-06,144,2.4,3.05362400096107e-05,0
BTC-USD,2026-04-04 23:02:41.559535488+00:00,67385.0,67372.205,0.0,0.010000000009313226,0.0014842916317364448,8.834091257541909e-06,8.4551830786825e-07,143,2.3833333333333333,3.062061100893336e-05,0
BTC-USD,2026-04-04 23:02:42.218391269+00:00,67385.0,67372.205,0.0,0.010000000009313226,0.0014842916317364448,8.80725234298869e-06,7.817612254792307e-07,143,2.3833333333333333,3.0705685021258e-05,0
BTC-USD,2026-04-04 23:02:42.718807220+00:00,67385.0,67372.205,0.0,0.010000000009313226,0.0014842916317364448,8.838181610450535e-06,7.873056313336933e-07,142,2.3666666666666667,3.0705685021258e-05,0
BTC-USD,2026-04-04 23:02:43.219237531+00:00,67385.0,67372.205,0.0,0.010000000009313226,0.0014842916317364448,8.838181610450535e-06,7.873056313336933e-07,142,2.3666666666666667,3.070558391530192e-05,0
BTC-USD,2026-04-04 23:02:43.485481184+00:00,67372.21,67372.205,-0.00018982286793259347,0.010000000009313226,0.0014842916317364448,1.8274903195808632e-05,-5.589558433655511e-07,142,2.3666666666666667,2.739348628102523e-05,0
BTC-USD,2026-04-04 23:02:43.678648913+00:00,67372.21,67372.205,0.0,0.010000000009313226,0.0014842916317364448,1.821050124077015e-05,-5.550195346094557e-07,143,2.3833333333333333,2.7470869212357062e-05,0
BTC-USD,2026-04-04 23:02:44.223193673+00:00,67372.21,67372.205,0.0,0.010000000009313226,0.0014842916317364448,1.821050124077015e-05,-5.550195346094557e-07,143,2.3833333333333333,2.7393486281025233e-05,0
BTC-USD,2026-04-04 23:02:45.220393999+00:00,67372.21,67372.205,0.0,0.010000000009313226,0.0014842916317364448,1.821050124077015e-05,-5.550195346094557e-07,143,2.3833333333333333,2.811374290084179e-05,0
BTC-USD,2026-04-04 23:02:45.487076611+00:00,67371.65,67372.205,-8.312067058413843e-06,0.010000000009313226,0.0014842916317364448,1.822197861498177e-05,-6.135552181194124e-07,143,2.3833333333333333,2.8110123711430453e-05,0
BTC-USD,2026-04-04 23:02:45.560011868+00:00,67371.65,67371.655,0.0,0.010000000009313226,0.0014843037490044184,1.815822560665602e-05,-6.092646221885074e-07,144,2.4,2.818731123862413e-05,0
